idx,true_label,stage1_score,lmm_score,reason,error_lmm
7597,1,0.6785714285714286,0.9,"Молодой товар и продавец, цена близка к медиане, бренд nan в названии не соответствует стандартному бренду, описание указывает широкий спектр устройств, которые могут использовать эту карту памяти.",0
2207,0,0.1834862385321101,0.9,"Название содержит необычное словосочетание 'Hot 30', возможно, это typo-squatting. Бренд nan может быть ошибкой или фальсификацией. Цена ниже средней, но не сильно отличается от медианы.",1
11118,0,0.6556603773584906,0.9,"Название содержит несоответствующие символы, бренд nan может быть ошибкой, цена ниже средней, товар недавно добавлен, продавец молодой, возвраты нулевые.",1
1759,0,0.1834862385321101,0.9,"Название содержит бренд LETA Dentalcare, хотя оригинальное название должно быть 'PHILIPS Sonicare'. Typosquatting, цена ниже медианы, долгий срок продажи и возвраты нулевые — указывают на возможную не authenticity.",1
3107,0,0.10810810810810811,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычное имя 'Сорока 14.2', возможно, это typo-squatting. Бренд nan указывает на то, что товар может быть counterfeit. Цена немного выше с",1
26289,1,0.7678571428571429,0.9,"Название содержит необычные слова, бренд nan может быть ошибкой, цена выше средней, короткий срок продажи и низкие возвраты.",0
6432,0,0.6489508095881235,0.9,"Название содержит необычное словосочетание 'Cаундбар', возможно, это контрафактный продукт. Цена значительно ниже средней цены на рынке, что может указывать на недостаток или фальшивость товара.",1
6667,0,0.1834862385321101,0.9,"Название содержит бренд HyperX, хотя не указано, что это именно HyperX продукт. Цена выше средней цены на рынке, что может указывать на завышение стоимости.",1
17640,0,0.11650485436893206,0.9,"Некоторые детали в описании напоминают оригинальную продукцию, но бренд Glueskin не соответствует описанию. Также цена выше среднего уровня.",1
14783,1,0.8273092369477911,0.9,"Молодой товар и продавец, цена выше средней, бренд Philips, инновационные функции, высокий ценник.",0
88,0,0.1834862385321101,0.9,"Название и описание очень похожи на оригинальное, но ценник выше среднего, что может указывать на контрафакт.",1
270,0,0.14904679376083188,0.9,"Название и описание копируют оригинальную модель, но бренд nan имеет типичные ошибки в названии. Цена ниже средней, что может указывать на демпинг. Возраст товара короткий, а продавец молодой.",1
23875,0,0.11650485436893206,0.9,"Некоторые детали в описании напоминают оригинальную модель, но есть несколько несоответствий (например, использование большого количества кавычек). Цена выше среднего уровня, что может указывать на завышение цены.",1
25041,0,0.14904679376083188,0.9,"Молодой товар и продавец, цена значительно ниже средней, бренд Kingston, оригинальное описание.",1
8624,0,0.6012558869701726,0.9,"Название содержит необычные характеристики (Ethernet), бренд nan, цена значительно ниже средней, продавец молодой, возвраты нулевые — это признаки контрафакта.",1
6671,1,0.1834862385321101,0.9,"Название содержит бренд Kingston, хотя указан бренд nan. Некорректная информация в описании.",0
2498,0,0.10810810810810811,0.9,"Некоторые детали в описании напоминают оригинальную продукцию, но бренд Glueskin не соответствует описанию. Также цена выше среднего уровня.",1
2332,1,0.6785714285714286,0.9,"Название содержит необычное словосочетание 'Sprinter', возможно, это typo-squatting. Бренд nan указывает на то, что товар может быть counterfeit. Цена выше средней цены на рынке, что делает его более заметным среди других товаров.",0
11836,1,0.6785714285714286,0.9,"Название содержит необычные или подозрительные слова, бренд nan может быть ошибкой, цена ниже средней, микронафты и USB2.0 обычно присутствуют в оригиналах.",0
14808,0,0.10810810810810811,0.9,"Молодой товар и продавец, цена выше среднего уровня, бренд Glueskin, аксессуар для смартфона.",1
6075,0,0.8273092369477911,0.9,"Мышь Logitech G G102 LIGHTSYNC имеет оригинальное название и описание, бренд Logitech G соответствует названию, цена близка к медиане, продавец старше 30 дней, возвраты нулевые.",1
1030,0,0.11650485436893206,0.9,"Название содержит необычные термины и бренд nan, что может указывать на контрафакт. Цена ниже средней, что также подозрително. Небольшая стоимость и длительная жизнь товара указывают на возможную фальшивку.",1
8061,0,0.11650485436893206,0.9,"Молодой товар и продавец, цена значительно выше средней, бренд Delta Electronics не соответствует оригинальному имени модели 'RH2288H'.",1
17560,0,0.10810810810810811,0.9,error: 'float' object is not subscriptable,1
1646,0,0.3090277777777778,0.9,"Название содержит бренд VANGO, хотя оригинальное название должно быть PHILIPS Sonicare. Цена ниже средней цены на рынке, а также небольшая стоимость возвратов указывают на возможную не authenticity товара.",1
820,0,0.11650485436893206,0.9,"Название содержит подозрительное словосочетание 'nan', бренд nan, цена значительно ниже средней цены, продавец имеет долгую историю, а также низкие возвраты.",1
12301,1,0.3090277777777778,0.9,"Стандартная модель, бренд DEXP, цена соответствует среднему уровню, долгий срок продажи и возвраты нулевые — это хорошие показатели.",0
4932,0,0.1935483870967742,0.9,"Универсальный набор Braun MGK7320 со 10 в 1 функциями, ценник выше среднего, продавец старше товара, низкие возвраты.",1
17644,0,0.10810810810810811,0.9,"Некоторые детали в описании напоминают оригинальную продукцию, но бренд Glueskin не широко известен. Цена выше среднего уровня, что может указывать на высокую стоимость или недоступность оригинала.",1
13964,1,0.782608695652174,0.9,"Название содержит необычное словосочетание 'nan', что может указывать на ошибку или фальшбэк. Цена значительно выше средней цены на рынке, что может быть поводом для беспокойства.",0
13205,0,0.8273092369477911,0.9,"Молодой товар и продавец, высокая цена относительно медианы, оригинальный бренд Logitech G, качественные компоненты.",1
1703,0,0.3090277777777778,0.9,"Средняя стоимость, оригинальное описание, стандартный бренд BS Mi, короткий срок продажи и невысокие возвраты.",1
26048,0,0.6785714285714286,0.9,"Молодой товар и продавец, цена значительно выше средней, бренд КонсОль в названии игры, но игра не указана.",1
8797,0,0.6012558869701726,0.9,"Название содержит оригинальное имя, хотя бренд указан как 'nan'. Цена значительно ниже средней цены на рынке, что может указывать на демпинг. Небольшая стоимость и низкий процент возвратов также подчеркивают это.",1
1555,0,0.6556603773584906,0.9,"Молодой товар и продавец, цена значительно ниже средней, бренд BIG при наличии ключевых характеристик - typosquatting геймпада.",1
12765,1,0.1834862385321101,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычные термины и бренд nan, что может указывать на контрафакт. Цена выше средней, но не сильно отличается от медианной. Возраст товара к",0
1735,0,0.14904679376083188,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычное словосочетание 'nan', что может указывать на ошибку или фальшбэк. Цена выше средней цены на рынке, что может быть вызвано завышен",1
6798,0,0.1834862385321101,0.9,error: 'float' object is not subscriptable,1
7693,0,0.3090277777777778,0.9,"Название содержит необычное словосочетание 'nan', что может указывать на ошибку в данных. Цена значительно ниже средней цены на мониторах, что может быть вызвано демпингом или ошибкой в данных.",1
15962,0,0.10810810810810811,0.9,"Название содержит необычное словосочетание 'SNA-BR2/35', бренд nan может быть ошибкой, цена выше средней, но не сильно, возникновение возвратов крайне маловероятно.",1
23061,0,0.6012558869701726,0.9,"Название содержит бренд Kingston Fury, хотя оригинальное название не указано. Цена ниже средней цены на модуль памяти, возраст товара короткий, продавец молодой - это могут быть признаки контрафакта.",1
25210,0,0.3090277777777778,0.6,"Молодой товар и продавец, цена ниже средней, бренд Kingston, но описание содержит ошибки и не соответствует стандартному образцу.",1
17042,1,0.1935483870967742,0.9,"Название содержит бренд HUAWEI, хотя указан бренд nan. Цена выше средней цены на рынке, что может указывать на завышение стоимости. Небольшая стоимость относительно возраста товара и продавца.",0
23057,0,0.5510204081632654,0.9,error: 'float' object is not subscriptable,1
10038,1,0.6785714285714286,0.9,"Название содержит необычное словосочетание 'nan', что может указывать на ошибку или фальшбэк. Цена значительно превышает среднюю цену, что может быть поводом для беспокойства.",0
5777,0,0.6012558869701726,0.9,"Название содержит необычное словосочетание 'best bro', что может указывать на фальсификацию. Бренд best bro не известен в данной категории, что также подозрително. Цена значительно ниже средней цены на рынке.",1
8336,0,0.11650485436893206,0.9,"Молодой товар и продавец, цена значительно ниже медианы, бренд Revega Store имеет производство, но название коврика содержит фразу 'The godfather', что может быть типичной практикой контрафакта.",1
1597,0,0.6785714285714286,0.9,"Название содержит бренд Marshall, который может быть ошибкой или фальсификацией. Цена значительно выше средней цены на рынке, что указывает на возможное контрафактное производство.",1
7131,0,0.6785714285714286,0.95,"Название содержит необычные или скрытые слова, бренд nan может быть ошибкой, цена соответствует медиане, товар новый и продавец молодой, возвраты нулевые.",1
23103,0,0.11650485436893206,0.9,"Некоторые детали в описании могут быть несоответствующими стандартной концепции аксессуара, например использование терминологии 'SAFFIANO' вместо 'Saffiano'. Также цена значительно выше среднего уровня для данной категории.",1
17209,1,0.5000000000000001,0.9,"Название содержит бренд Philips, хотя указан бренд nan. Описание не соответствует стандартам профессионального фена. Цена ниже средней, но не демпинг. Новые товары и продавцы могут быть более дорогими.",0
6849,0,0.11650485436893206,0.9,"Некоторые детали в описании напоминают оригинальную наклейку, но бренд Glueskin может быть ошибкой. Цена выше среднего, но не сильно отличается от медианной. Небольшие возвраты.",1
12674,1,0.6012558869701726,0.9,"Название содержит ошибки, напоминающие оригинальное название, бренд nan может быть ошибкой, цена немного выше средней, но не сильно, возраст товара короткий, продавец старый, возвраты нулевые.",0
6539,0,0.10810810810810811,0.9,"Некоторые детали в описании напоминают оригинальную продукцию, но бренд Glueskin не широко известен. Цена выше среднего уровня, что может указывать на демпинг или завышение цены.",1
323,0,0.11650485436893206,0.9,"Название содержит подозрительные слова и бренд nan, цена значительно ниже средней цены, бренд nan может быть типо squat, и возвраты невелики.",1
12523,1,0.5000000000000001,0.9,"Название содержит несоответствующие символы, бренд nan может быть ошибкой, цена выше средней, продавец старше товара, возвраты нулевые.",0
1004,0,0.10810810810810811,0.9,"Некоторые детали в описании напоминают оригинальную продукцию, но бренд Glueskin не соответствует описанию. Цена выше среднего уровня, что может указывать на завышение цены.",1
19995,0,0.10810810810810811,0.9,"Долгий срок владения товаром и продавцом, высокая цена относительно медианы, бренд Glueskin, который обычно выпускает качественные продукты.",1
6279,1,0.6785714285714286,0.9,"Сравнительно новый товар и продавец, цена ниже средней, описание содержит уточняющие детали, но не указывает явное контрафактность.",0
6778,0,0.6012558869701726,0.9,"Средняя стоимость миксера, бренд ZZUOM, оригинальная модель, новый продавец, низкая цена относительно медианы, высокий процент возвратов.",1
17667,0,0.10810810810810811,0.9,"Некоторые детали в описании напоминают оригинальную продукцию, но бренд Glueskin не соответствует описанию. Возможно, это контрафактная наклейка.",1
15062,0,0.14904679376083188,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычное словосочетание 'nan', что может указывать на ошибку или недоступность информации. Бренд nan не соответствует стандартам. Цена зна",1
13942,1,0.8273092369477911,0.9,"Название и описание очень похожи на оригинальное, бренд nan может быть ошибкой или фальсификацией, цена значительно ниже средней, возраст товара короткий, продавец молодой.",0
17188,0,0.6785714285714286,0.9,error: 'float' object is not subscriptable,1
1507,0,0.8273092369477911,0.9,"Молодой товар и продавец, высокая цена относительно медианы, бренд Xbox в названии, но описание не указывает на контрафактность.",1
13986,0,0.1935483870967742,0.9,"Молодой товар и продавец, цена значительно ниже медианы, бренд Arena Italia S.p.A. - это оригинальная марка, а не typosquatting.",1
15344,1,0.7678571428571429,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычные или нестандартные термины, возможно, контрафактный товар. Бренд nan может быть ошибкой или фальсификацией. Цена выше средней, но ",0
25211,0,0.3090277777777778,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит нестандартное слово 'беспроводной', что может указывать на контрафакт. Бренд nan имеет типичную структуру, которая часто используется для к",1
16018,0,0.6012558869701726,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычное имя 'ONIKUMA', возможно, это typo-squatting. Бренд nan указывает на то, что товар может быть counterfeit. Цена выше средней цены ",1
8098,0,0.10810810810810811,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Некоторые детали в описании напоминают оригинальную продукцию, но бренд Glueskin не широко известен. Цена выше среднего уровня, что может указывать на демпин",1
13274,0,0.6012558869701726,0.9,"Совпадения с оригинальными характеристиками, высокий ценовой уровень, короткий срок продажи и низкая вероятность возвратов.",1
25000,0,0.14423076923076922,0.9,"Название содержит бренд Kingston, хотя оригинальное название не указано. Цена значительно ниже средней цены на рынке, что может указывать на демпинг. Также короткий срок продажи и низкая вероятность возвратов.",1
24003,1,0.6556603773584906,0.9,error: 'float' object is not subscriptable,0
7387,0,0.11650485436893206,0.9,"Молодой товар и продавец, цена значительно ниже средней, бренд Revega Store имеет производство в России.",1
13064,0,0.6666666666666666,0.9,"Некорректное название и описание, бренд nan, цена значительно ниже средней, короткий срок продажи и возвратов.",1
13023,1,0.7678571428571429,0.9,"Молодой товар и продавец, цена значительно выше средней, бренд nan не соответствует оригинальному бренду, и описание содержит явное упрощение.",0
10386,0,0.8273092369477911,0.9,"Молодой товар и продавец, цена значительно выше средней, бренд Logitech G, описание содержит оригинальные детали.",1
9497,1,0.6785714285714286,0.9,error: 'float' object is not subscriptable,0
24513,0,0.6785714285714286,0.9,"Название содержит бренд MEDIUMSOFT, хотя цена выше средней, что может указывать на контрафакт. Также, цена значительно превышает стоимость оригинала.",1
2085,0,0.14423076923076922,0.9,"Молодой товар и продавец, цена выше средней, бренд Territory Charge имеет производство в России, что может указывать на возможное использование контрафакта.",1
7363,0,0.6785714285714286,0.9,"Название содержит бренд Kingston Fury, хотя оригинальное название не указано. Цена выше средней цены модуля памяти, что может указывать на завышение цен.",1
255,0,0.6012558869701726,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычные характеристики, такие как 'беспроводная', 'микрофон' и 'музыкальная'. Бренд nan может быть ошибкой или фальсификацией. Цена выше ",1
16654,0,0.6012558869701726,0.9,"Название бренда содержит ошибки (непонятное слово 'h1111z'), цена значительно ниже средней цены в категории, а также наличие ошибок в описании.",1
13439,1,0.6012558869701726,0.9,"Молодой товар и продавец, высокая цена относительно медианы, бренд Philips Sonicare, но описание содержит несоответствующие детали.",0
9970,0,0.8273092369477911,0.9,"Предложение очень молодое, цена значительно выше средней, бренд PLUS ULTRA не соответствует качеству, но без явного контрафакта.",1
25010,0,0.3090277777777778,0.7,"Молодой товар и продавец, цена ниже средней, бренд Kingston, но описание содержит несоответствие между брендом и характеристиками.",1
2674,0,0.1834862385321101,0.9,"Молодой товар и продавец, цена соответствует медиане, бренд Braun, описание содержит подозрительные слова.",1
9021,1,0.6785714285714286,0.9,"```json
{
    ""score"": 0.95,
    ""reason"": ""Название содержит подозрительное словосочетание 'ozU1212', возможно, это typo-squatting. Бренд nan указывает на то, что это может быть контрафакт. Цена знач",0
5677,0,0.14423076923076922,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычные или нестандартные слова, возможно, контрафактная маркировка. Бренд nan может быть ошибкой. Цена ниже средней, но это может быть р",1
398,0,0.11650485436893206,0.9,"Молодой товар и продавец, цена ниже средней, бренд Fimi в названии, дополнительные функции в комплекте.",1
6872,0,0.10810810810810811,0.9,error: 'float' object is not subscriptable,1
10280,0,0.10810810810810811,0.9,"Название содержит бренд Henge, хотя указан брендинг nan. Цена выше средней цены на док-станции, но не сильно отличается от медианной. Возраст товара короткий, а продавец старый. Возвраты нулевые.",1
11233,0,0.6012558869701726,0.9,"Молодой товар и продавец, цена ниже средней, оригинальное название и описание, хороший отзыв.",1
23996,1,0.6012558869701726,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычные символы и специальные символы, возможно, это контрафактная продукция. Бренд nan может быть ошибкой или typo-squatting. Цена выше ",0
26109,0,0.14904679376083188,0.9,"Название содержит подозрительное словосочетание 'nan', бренд nan может быть ошибкой или фальсификацией, цена значительно ниже средней цены на рынке, продавец имеет долгую историю без возвратов.",1
9157,1,0.782608695652174,0.9,error: 'float' object is not subscriptable,0
7074,1,0.11650485436893206,0.9,"Молодой товар и продавец, цена значительно выше средней, бренд Samsung в названии, но оригинальная модель не указана.",0
1799,0,0.6012558869701726,0.95,"Название содержит несоответствующие цвета, бренд nan может быть ошибкой, цена ниже средней, продавец молодой, возвраты нулевые.",1
14443,0,0.3090277777777778,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычное словосочетание 'Retro консоль', что может указывать на контрафакт. Цена значительно ниже средней цены на игровые приставки, что т",1
8361,0,0.10810810810810811,0.9,"Молодой товар и продавец, цена близка к медиане, бренд Glueskin, аксессуар из натуральной кожи.",1
1108,0,0.25,0.9,"Молодой товар и продавец, цена значительно ниже медианы, бренд Lisse не соответствует оригинальному имени 'Sony', возможно, typo-squatting.",1
1535,0,0.6556603773584906,0.9,"Скорость доставки и цена соответствуют стандартам, бренд Sony, оригинальная модель, небольшая стоимость относительно средней цены.",1
20916,0,0.11650485436893206,0.9,"Молодой товар и продавец, цена значительно ниже медианы, бренд SB в названии не соответствует стандартному образцу, но может быть ошибкой.",1
8070,0,0.11650485436893206,0.9,"Молодой товар и продавец, цена значительно ниже медианы, бренд Revega Store при наличии Marvel-кода в названии — typosquatting коврика.",1
13910,0,0.6012558869701726,0.9,"Универсальное устройство, контроль температуры и влажности, ценник выше среднего, продавец старше, низкие возвраты.",1
25716,0,0.3090277777777778,0.6,"Молодой товар и продавец, цена ниже средней, бренд Kingston, но описание содержит несоответствие между брендом и характеристиками.",1
5226,0,0.11650485436893206,0.9,"Товар новинка, продавец молодой, цена выше средней, бренд соответствует модели.",1
23999,0,0.10810810810810811,0.9,"Молодой товар и продавец, цена значительно ниже медианы, бренд nan при наличии Apple-кода в названии — typosquatting переходника.",1
25426,0,0.5000000000000001,0.9,"Молодой товар и продавец, цена значительно выше средней, бренд PlayStation в названии, но описание содержит несоответствующие детали.",1
12926,0,0.5000000000000001,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название и описание имеют явное контрафактное поведение, используя нестандартные или неправильные слова. Бренд nan также может быть контрафактом. Цена значит",1
15227,0,0.6012558869701726,0.9,"Название содержит необычные или подозрительные слова, бренд nan может быть ошибкой, цена значительно ниже средней, товар недавно был добавлен, продавец молодой, возвраты нулевые.",1
16040,0,0.8273092369477911,0.9,error: 'float' object is not subscriptable,1
677,0,0.10810810810810811,0.9,error: 'float' object is not subscriptable,1
7289,0,0.14904679376083188,0.9,"Молодой товар и продавец, высокая цена относительно медианы, бренд Derbi имеет производителя оригинальной продукции.",1
26124,0,0.6556603773584906,0.9,"Молодой товар и продавец, цена выше средней, бренд Braun, описание упрощает функциональность, но не указывает на контрафактность.",1
2195,0,0.1834862385321101,0.9,"Название содержит бренд 'nan', который может быть ошибкой или фальсификацией. Цена значительно ниже средней цены на рынке, что указывает на возможное контрафактное производство.",1
14017,1,0.14904679376083188,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычные символы и специальные символы, возможно, это контрафактный товар. Бренд nan указывает на то, что бренд не указан или假冒。 Цена выше",0
19473,0,0.10810810810810811,0.9,"Некоторые детали в описании могут быть не совсем точными или не соответствовать оригинальному продукту, но бренд Glueskin и категорию Чехол для смартфона указывают на то, что это скорее всего正品.",1
2200,0,0.1834862385321101,0.9,"```json
{
    ""score"": 0.9,
    ""reason"": ""Название содержит необычное словосочетание 'CN', возможно, контрафактный товар. Бренд nan указывает на возможную假冒. Цена ниже средней, но это может быть резу",1
14736,0,0.6785714285714286,0.9,"Молодой товар и продавец, цена значительно ниже медианы, бренд ORICO не соответствует описанию, но это может быть ошибкой.",1
691,0,0.14904679376083188,0.9,"Сравнительно новый товар и продавец, цена ниже средней цены на рынке, бренд UAAU при наличии уникального кода в названии — typosquatting.",1
5729,0,0.11650485436893206,0.9,"Название и описание напоминают оригинальное имя компании, но содержание не соответствует стандартному образцу. Цена значительно ниже средней цены на рынке, что может указывать на демпинг. Возвраты невелики.",1
